SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Nusa Tenggara Shallow,NTS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,30.0,999,4.5,5.7,8.0,7.8,8.2,18260.66,22287.21,14671.69,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,100.0,90.0,0.0,164.44,20.793,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Tanimbar,TB,area,9.0,1.0,1.0,10.0,-999,-999,0.0,40.0,999,4.5,5.7,8.0,7.8,8.2,14365.09,16180.55,12285.56,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,225.0,30.0,90.0,103.93,71.445,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
West Banda Sea,WBS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,40.0,999,4.5,5.7,8.0,7.8,8.2,37057.00,51887.07,24811.47,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,30.0,90.0,25.785,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Taira Adiuna Fault System,TAFS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,35.0,999,4.5,5.7,7.8,7.6,8.0,14930.07,17000.52,12630.87,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,78.0,90.0,0.0,18.9,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Wapengo,WPG,area,9.0,1.0,1.0,10.0,-999,-999,0.0,35.0,999,4.5,5.7,7.9,7.7,8.1,19711.21,24320.24,15666.13,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,42.0,90.0,0.0,21.33,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Papuan Fold-Thrust Belt,PFTB,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.7,8.2,8.0,8.4,33502.18,46396.82,22578.48,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,300.0,45.0,90.0,41.47,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Memberamo Thrust Belt,MTB,area,9.0,1.0,1.0,25.0,-999,-999,1.0,60.0,999,4.5,5.7,8.0,7.8,8.2,39206.03,56402.81,25818.08,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,120.0,45.0,90.0,42.81,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone South,BTFZS,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.7,8.2,8.0,8.4,26070.27,34621.13,17995.39,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,80.0,45.0,90.0,42.81,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Adelbert Block,ADB,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.7,7.8,7.6,8.0,26587.48,35307.97,18352.40,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,90.0,0.0,32.92,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Huon Peninsula,HP,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.7,8.2,8.0,8.4,53747.57,79860.46,34665.90,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,30.0,45.0,90.0,32.92,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
South Bismark Plate,SBS,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.7,8.0,7.8,8.2,101042.2,160518.0,62190.24,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,45.0,90.0,26.06,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
New Britain Outer Trench,NBOT,area,9.0,1.0,1.0,20.0,-999,-999,1.0,30.0,999,4.5,5.7,8.2,8.0,8.4,61501.78,93120.58,39168.36,0.8690,0.9162,0.8219,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,270.0,45.0,90.0,98.4,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
New Britain Trench,NBT,area,10.0,1.0,1.0,25.0,-999,-999,1.0,60.0,999,4.5,6.1,8.8,8.6,9.0,22310.16,79975.01,6071.938,0.7252,0.8274,0.6231,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,250.0,45.0,90.0,9.565,10.0,Interface,Subduction,10,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
