SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Nusa Tenggara Shallow,NTS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,30.0,999,4.5,5.75,8.0,7.8,8.2,23853.35,30982.32,16695.22,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,10.0,90.0,0.0,164.44,20.793,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Tanimbar,TB,area,9.0,1.0,1.0,10.0,-999,-999,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,13906.65,15602.17,11940.75,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,225.0,30.0,90.0,103.93,71.445,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
West Banda Sea,WBS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,35874.38,50032.34,24115.10,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,30.0,90.0,25.785,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Taira Adiuna Fault System,TAFS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,35.0,999,4.5,5.75,7.8,7.6,8.0,14445.45,16382.45,12270.29,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,78.0,90.0,0.0,18.9,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Wapengo,WPG,area,9.0,1.0,1.0,10.0,-999,-999,0.0,35.0,999,4.5,5.75,7.9,7.7,8.1,19071.39,23436.06,15218.90,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,42.0,90.0,0.0,21.33,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Papuan Fold-Thrust Belt,PFTB,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,32433.01,44738.35,21944.79,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,300.0,45.0,90.0,41.47,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Memberamo Thrust Belt,MTB,area,9.0,1.0,1.0,25.0,-999,-999,1.0,60.0,999,4.5,5.75,8.0,7.8,8.2,37954.83,54386.66,25093.46,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,120.0,45.0,90.0,42.81,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone South,BTFZS,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,25238.28,33383.58,17490.33,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,80.0,45.0,90.0,42.81,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Adelbert Block,ADB,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,7.8,7.6,8.0,25738.98,34045.87,17837.32,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,90.0,0.0,32.92,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Huon Peninsula,HP,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,52032.30,77005.82,33692.95,0.8666,0.9134,0.8197,[-99.,[-99.,1975;1964;1904,5.75;6.25;7.5,2014.997,30.0,45.0,90.0,32.92,10.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
