  Adelaide,       6.9,     -34.9,     138.7,0.000890180585518846
    Albany,       5.3,     -35.1,     117.9,0.00021581055854
    Albury,       7.1,     -36.3,     146.9,0.00079725515129636
Alice_Springs,       4.7,     -23.7,     133.9,0.00020168120676
  Ballarat,       7.1,     -37.7,     144.1,0.000329500740121580
   Ballidu,       5.5,     -30.5,     116.9,0.000494787003
  Bathurst,       4.9,     -33.5,     149.7,0.00032280995
   Bendigo,       5.7,     -36.7,     144.3,0.00044013192939
  Brisbane,       5.5,     -27.5,     152.9,0.00045594044034
Broken_Hill,       5.1,     -31.9,     141.5,0.000430179027900000
    Broome,       4.9,     -17.9,     122.3,0.000432241265999999
 Bundaberg,       5.1,     -24.9,     152.3,0.000385611800100000
    Burnie,       4.7,     -41.1,     145.9,0.0002932711911
    Cairns,       4.9,     -16.9,     145.7,0.00041310434
    Camden,       5.5,     -34.1,     150.7,0.000539268524889
  Canberra,       7.1,     -35.3,     149.3,0.000514068925498109
 Carnarvon,       4.9,     -24.9,     113.7,0.0002047471909
Coffs_Harbour,       4.7,     -30.3,     153.1,0.000322118794899999
     Cooma,       7.1,     -36.3,     149.1,0.000741127040918460
   Dampier,       5.7,     -20.7,     116.7,0.000313079465
    Darwin,       4.9,     -12.5,     130.9,0.00030052952115531
     Derby,       4.7,     -17.3,     123.7,0.000379168126999999
   Dowerin,       5.5,     -31.3,     117.1,0.000468804394899999
     Dubbo,       5.3,     -32.3,     148.7,0.000358463083377
 Esperance,       4.7,     -33.9,     121.9,0.0010476349936
   Geelong,       6.9,     -38.1,     144.3,0.000945534463633400
 Geraldton,       5.3,     -28.7,     114.5,0.000283342996177
 Gladstone,       5.1,     -23.9,     151.3,0.00035719240299
Gold_Coast,       4.9,     -28.1,     153.5,0.000263688933399999
Goomalling,       5.5,     -31.3,     116.9,0.000524479720000000
   Gosford,       5.9,     -33.5,     151.3,0.000529680864787
  Goulburn,       5.9,     -34.7,     149.7,0.000553445291538000
   Grafton,       4.7,     -29.7,     152.9,0.000293423896150000
    Hobart,       4.9,     -42.9,     147.3,0.000506049946261999
Kalgoorlie,       4.7,     -30.7,     121.5,0.000569855254
  Karratha,       4.7,     -20.7,     116.9,0.00072899606
  Katoomba,       5.3,     -33.7,     150.3,0.000303224086899999
Kellerberrin,       4.7,     -31.7,     117.7,0.00045068973
Launceston,       5.1,     -41.3,     147.1,0.00039100546967
   Lismore,       4.7,     -28.9,     153.3,0.0003728066635
     Lorne,       6.1,     -38.5,     143.9,0.000361629228585000
    Mackay,       5.1,     -21.1,     149.3,0.00044587670502
  Maitland,       5.5,     -32.7,     151.5,0.000434594570859999
Marble_Bar,       4.7,     -21.1,     119.7,0.00075449651
 Meckering,       4.7,     -31.7,     117.1,0.000521648
 Melbourne,       6.5,     -37.9,     145.1,0.000502448298276775
 Mittagong,       5.1,     -34.5,     150.5,0.000304726525830000
   Morwell,       6.9,     -38.3,     146.3,0.001043043878895
Mount_Gambier,       4.9,     -37.9,     140.7,0.000686358892699999
 Newcastle,       5.5,     -32.9,     151.9,0.000474891836700000
     Noosa,       5.5,     -26.3,     153.1,0.0002875323576403
   Northam,       5.9,     -31.7,     116.7,0.00011056396199
Olympic_Dam,       4.7,     -30.5,     136.9,0.00020438307666
    Onslow,       5.3,     -21.7,     115.1,0.000392424434759999
    Orange,       5.7,     -33.3,     149.1,0.00049476229614
   Penrith,       5.5,     -33.7,     150.7,0.00055673130126
     Perth,       5.7,     -31.9,     115.9,0.000292859980107419
Port_Augusta,       6.9,     -32.5,     137.9,0.000615584990878826
Port_Hedland,       4.7,     -20.3,     118.5,0.00071843499467
Port_Lincoln,       5.1,     -34.7,     135.9,0.000607624083000000
Port_Macquarie,       5.1,     -31.5,     152.9,0.00028312888558
Port_Pirie,       6.9,     -33.1,     138.1,0.000428580736290087
      Robe,       5.1,     -37.1,     139.9,0.0003807088281
Rockhampton,       4.7,     -23.3,     150.5,0.000380322205500000
Shepparton,       5.5,     -36.3,     145.5,0.0003944154116
    Sydney,       5.5,     -33.9,     151.1,0.000353180445630000
  Tamworth,       5.1,     -31.1,     150.9,0.000413340633946
     Taree,       4.9,     -31.9,     152.5,0.000322269454999999
Tennant_Creek,       4.7,     -19.7,     134.3,0.0006224616339
 Toowoomba,       5.7,     -27.5,     152.1,0.000464408016570400
Townsville,       4.9,     -19.3,     146.7,0.000310374747385999
Tweed_Heads,       4.9,     -28.1,     153.5,0.000312353864129999
     Uluru,       5.5,     -25.3,     131.1,0.000399312099220000
Wagga_Wagga,       5.3,     -35.1,     147.3,0.000250533471
Wangaratta,       7.1,     -36.5,     146.5,0.000721877340129807
Warrnambool,       6.7,     -38.3,     142.3,0.00076069013395881
   Whyalla,       6.7,     -33.1,     137.3,0.000931460252016590
