SRC_NAME,CODE,SRC_TYPE,CLASS,SRC_WEIGHT,RTE_ADJ_F,DEP_BEST,DEP_UPPER,DEP_LOWER,USD,LSD,OW_LSD,MIN_MAG,MIN_RMAG,MMAX_BEST,MMAX_LOWER,MMAX_UPPER,N0_BEST,N0_LOWER,N0_UPPER,BVAL_BEST,BVAL_LOWER,BVAL_UPPER,BVAL_FIX,BVAL_FIX_S,YCOMP,MCOMP,CAT_YMAX,PREF_STK,PREF_DIP,PREF_RKE,SHMAX,SHMAX_SIG,TRT,GMM_TRT,DOMAIN,CAT_FILE
Nusa Tenggara Shallow,NTS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,30.0,999,4.5,5.75,8.0,7.8,8.2,51541.41,91421.71,28494.84,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,10.0,90.0,0.0,164.44,20.793,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Tanimbar,TB,area,9.0,1.0,1.0,10.0,-999,-999,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,40546.01,66372.29,23860.58,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,225.0,30.0,90.0,103.93,71.445,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
West Banda Sea,WBS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,40.0,999,4.5,5.75,8.0,7.8,8.2,104594.7,212839.7,48187.98,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,30.0,90.0,25.785,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Taira Adiuna Fault System,TAFS,area,9.0,1.0,1.0,10.0,-999,-999,0.0,35.0,999,4.5,6.1,7.8,7.6,8.0,42908.08,71468.80,24816.08,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,78.0,90.0,0.0,18.9,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Wapengo,WPG,area,9.0,1.0,1.0,10.0,-999,-999,0.0,35.0,999,4.5,5.75,7.9,7.7,8.1,56648.76,102240.3,30779.49,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,42.0,90.0,0.0,21.33,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Papuan Fold-Thrust Belt,PFTB,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,94561.20,190318.8,43851.14,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,300.0,45.0,90.0,41.47,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Memberamo Thrust Belt,MTB,area,9.0,1.0,1.0,25.0,-999,-999,1.0,60.0,999,4.5,5.75,8.0,7.8,8.2,110660.5,231363.1,50142.99,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,120.0,45.0,90.0,42.81,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Bewani-Torricelli Fault Zone South,BTFZS,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,73584.34,142015.1,34950.03,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,80.0,45.0,90.0,42.81,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Adelbert Block,ADB,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,7.8,7.6,8.0,75044.18,144832.6,35643.40,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,90.0,90.0,0.0,32.92,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
Huon Peninsula,HP,area,9.0,1.0,1.0,27.5,-999,-999,1.0,60.0,999,4.5,5.75,8.2,8.0,8.4,151704.5,327586.0,67326.90,0.9474,1.0228,0.8720,-99.0,-99.0,1975;1964;1904,5.75;6.25;7.5,2014.997,30.0,45.0,90.0,32.92,15.0,Active,Non_cratonic,9.,ISC-GEM_V5_hmtk_GK74_declustered_clip.csv
